GRD,cuenta,precio_n_unique,precio_min_unique,precio_max_unique,precio_range_unique
064153 - MH OBSTRUCCIÓN GASTROINTESTINAL W/MCC,2,1.0,1518900.0,1518900.0,0.0
061111 - PH LISIS DE ADHERENCIAS PERITONEALES,2,1.0,1395370.256,1395370.256,0.0
061202 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/CC,2,1.0,2585115.5154,2585115.5154,0.0
064152 - MH OBSTRUCCIÓN GASTROINTESTINAL W/CC,2,1.0,948150.0,948150.0,0.0
064153 - MH OBSTRUCCIÓN GASTROINTESTINAL W/MCC,2,1.0,1518900.0,1518900.0,0.0
061201 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO,2,1.0,2020657.9127,2020657.9127,0.0
064152 - MH OBSTRUCCIÓN GASTROINTESTINAL W/CC,2,1.0,948150.0,948150.0,0.0
061201 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO,2,1.0,2020657.9127,2020657.9127,0.0
061203 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/MCC,2,1.0,5767045.0451,5767045.0451,0.0
"064131 - MH DIVERTICULITIS, DIVERTICULOSIS Y ENFERMEDAD INFLAMATORIA INTESTINAL",2,1.0,798450.0,798450.0,0.0
"064133 - MH DIVERTICULITIS, DIVERTICULOSIS Y ENFERMEDAD INFLAMATORIA INTESTINAL W/MCC",2,1.0,1542300.0,1542300.0,0.0
"064133 - MH DIVERTICULITIS, DIVERTICULOSIS Y ENFERMEDAD INFLAMATORIA INTESTINAL W/MCC",2,1.0,1542300.0,1542300.0,0.0
"064132 - MH DIVERTICULITIS, DIVERTICULOSIS Y ENFERMEDAD INFLAMATORIA INTESTINAL W/CC",2,1.0,1020000.0,1020000.0,0.0
061501 - PH PROCEDIMIENTOS SOBRE ANO,2,1.0,986870.5578,986870.5578,0.0
061502 - PH PROCEDIMIENTOS SOBRE ANO W/CC,2,1.0,1438242.5015,1438242.5015,0.0
061501 - PH PROCEDIMIENTOS SOBRE ANO,2,1.0,986870.5578,986870.5578,0.0
041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,2,1.0,9416848.2886,9416848.2886,0.0
061501 - PH PROCEDIMIENTOS SOBRE ANO,2,1.0,986870.5578,986870.5578,0.0
061501 - PH PROCEDIMIENTOS SOBRE ANO,2,1.0,986870.5578,986870.5578,0.0
064163 - MH INFECCIONES GASTROINTESTINALES MAYORES W/MCC,2,1.0,2227500.0,2227500.0,0.0
064183 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO W/MCC,2,1.0,1644300.0,1644300.0,0.0
074102 - MH HEPATITIS ALCOHÓLICA Y CIRROSIS W/CC,2,1.0,1037700.0,1037700.0,0.0
041203 - PH PROCEDIMIENTOS NO COMPLEJOS SOBRE APARATO RESPIRATORIO W/MCC,2,1.0,3417322.4251,3417322.4251,0.0
"074132 - MH ENFERMEDADES HEPÁTICAS EXCEPTO NEOPLASIAS, CIRROSIS O HEPATITIS ALCOHÓLICA W/CC",2,1.0,1065150.0,1065150.0,0.0
071103 - PH PROCEDIMIENTOS SOBRE PÁNCREAS E HÍGADO W/MCC,2,1.0,8517178.2603,8517178.2603,0.0
"074131 - MH ENFERMEDADES HEPÁTICAS EXCEPTO NEOPLASIAS, CIRROSIS O HEPATITIS ALCOHÓLICA",2,1.0,801900.0,801900.0,0.0
"074133 - MH ENFERMEDADES HEPÁTICAS EXCEPTO NEOPLASIAS, CIRROSIS O HEPATITIS ALCOHÓLICA W/MCC",2,1.0,1834650.0,1834650.0,0.0
"074131 - MH ENFERMEDADES HEPÁTICAS EXCEPTO NEOPLASIAS, CIRROSIS O HEPATITIS ALCOHÓLICA",2,1.0,801900.0,801900.0,0.0
"074133 - MH ENFERMEDADES HEPÁTICAS EXCEPTO NEOPLASIAS, CIRROSIS O HEPATITIS ALCOHÓLICA W/MCC",2,1.0,1834650.0,1834650.0,0.0
074142 - MH OTRAS ENFERMEDADES DEL SISTEMA BILIAR W/CC,2,1.0,1199100.0,1199100.0,0.0
071141 - PH COLECISTECTOMÍA LAPAROSCÓPICA,2,1.0,1417049.0518,1417049.0518,0.0
074141 - MH OTRAS ENFERMEDADES DEL SISTEMA BILIAR,2,1.0,869850.0,869850.0,0.0
061202 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/CC,2,1.0,2585115.5154,2585115.5154,0.0
071122 - PH COLECISTECTOMÍA EXCEPTO LAPAROSCÓPICA W/CC,2,1.0,2331441.2474,2331441.2474,0.0
071133 - PH OTROS PROCEDIMIENTOS HEPATOBILIARES Y SOBRE PÁNCREAS W/MCC,2,1.0,2605500.0548,2605500.0548,0.0
041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,2,1.0,9416848.2886,9416848.2886,0.0
074141 - MH OTRAS ENFERMEDADES DEL SISTEMA BILIAR,2,1.0,869850.0,869850.0,0.0
041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,2,1.0,9416848.2886,9416848.2886,0.0
074143 - MH OTRAS ENFERMEDADES DEL SISTEMA BILIAR W/MCC,2,1.0,1724250.0,1724250.0,0.0
071142 - PH COLECISTECTOMÍA LAPAROSCÓPICA W/CC,2,1.0,1855963.777,1855963.777,0.0
071143 - PH COLECISTECTOMÍA LAPAROSCÓPICA W/MCC,2,1.0,2691244.5458,2691244.5458,0.0
041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,2,1.0,9416848.2886,9416848.2886,0.0
074142 - MH OTRAS ENFERMEDADES DEL SISTEMA BILIAR W/CC,2,1.0,1199100.0,1199100.0,0.0
074121 - MH ENFERMEDADES DE PÁNCREAS EXCEPTO NEOPLASIAS,2,1.0,807150.0,807150.0,0.0
061203 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/MCC,2,1.0,5767045.0451,5767045.0451,0.0
034142 - MH ENFERMEDADES ORALES Y DENTALES W/CC,1,1.0,979800.0,979800.0,0.0
034141 - MH ENFERMEDADES ORALES Y DENTALES,1,1.0,669300.0,669300.0,0.0
"034151 - MH OTROS DIAGNÓSTICOS SOBRE OÍDO, NARIZ, BOCA Y GARGANTA",1,1.0,644100.0,644100.0,0.0
064121 - MH ENFERMEDADES ESOFÁGICAS,1,1.0,688050.0,688050.0,0.0
064123 - MH ENFERMEDADES ESOFÁGICAS W/MCC,1,1.0,1498650.0,1498650.0,0.0
061201 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO,1,1.0,2020657.9127,2020657.9127,0.0
064123 - MH ENFERMEDADES ESOFÁGICAS W/MCC,1,1.0,1498650.0,1498650.0,0.0
"061301 - PH PROCEDIMIENTOS SOBRE ESTÓMAGO, ESÓFAGO Y DUODENO NO COMPLEJOS",1,1.0,1187803.8747,1187803.8747,0.0
061202 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/CC,1,1.0,2585115.5154,2585115.5154,0.0
064121 - MH ENFERMEDADES ESOFÁGICAS,1,1.0,688050.0,688050.0,0.0
064123 - MH ENFERMEDADES ESOFÁGICAS W/MCC,1,1.0,1498650.0,1498650.0,0.0
064122 - MH ENFERMEDADES ESOFÁGICAS W/CC,1,1.0,950850.0,950850.0,0.0
064121 - MH ENFERMEDADES ESOFÁGICAS,1,1.0,688050.0,688050.0,0.0
064113 - MH GASTRITIS Y ÚLCERA PÉPTICA W/MCC,1,1.0,1570200.0,1570200.0,0.0
041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,1,1.0,9416848.2886,9416848.2886,0.0
041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,1,1.0,9416848.2886,9416848.2886,0.0
064111 - MH GASTRITIS Y ÚLCERA PÉPTICA,1,1.0,845250.0,845250.0,0.0
064112 - MH GASTRITIS Y ÚLCERA PÉPTICA W/CC,1,1.0,1074300.0,1074300.0,0.0
041013 - PH ECMO VENTILACIÓN MECÁNICA PROLONGADA CON TRAQUEOSTOMÍA W/MCC,1,1.0,18935781.0561,18935781.0561,0.0
041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,1,1.0,9416848.2886,9416848.2886,0.0
041021 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA,1,1.0,4991947.2021,4991947.2021,0.0
064113 - MH GASTRITIS Y ÚLCERA PÉPTICA W/MCC,1,1.0,1570200.0,1570200.0,0.0
064113 - MH GASTRITIS Y ÚLCERA PÉPTICA W/MCC,1,1.0,1570200.0,1570200.0,0.0
064113 - MH GASTRITIS Y ÚLCERA PÉPTICA W/MCC,1,1.0,1570200.0,1570200.0,0.0
064111 - MH GASTRITIS Y ÚLCERA PÉPTICA,1,1.0,845250.0,845250.0,0.0
064112 - MH GASTRITIS Y ÚLCERA PÉPTICA W/CC,1,1.0,1074300.0,1074300.0,0.0
041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,1,1.0,9416848.2886,9416848.2886,0.0
061201 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO,1,1.0,2020657.9127,2020657.9127,0.0
061202 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/CC,1,1.0,2585115.5154,2585115.5154,0.0
061203 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/MCC,1,1.0,5767045.0451,5767045.0451,0.0
061203 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/MCC,1,1.0,5767045.0451,5767045.0451,0.0
064112 - MH GASTRITIS Y ÚLCERA PÉPTICA W/CC,1,1.0,1074300.0,1074300.0,0.0
064113 - MH GASTRITIS Y ÚLCERA PÉPTICA W/MCC,1,1.0,1570200.0,1570200.0,0.0
061201 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO,1,1.0,2020657.9127,2020657.9127,0.0
"061303 - PH PROCEDIMIENTOS SOBRE ESTÓMAGO, ESÓFAGO Y DUODENO NO COMPLEJOS W/MCC",1,1.0,4311491.8634,4311491.8634,0.0
061203 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/MCC,1,1.0,5767045.0451,5767045.0451,0.0
064183 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO W/MCC,1,1.0,1644300.0,1644300.0,0.0
061111 - PH LISIS DE ADHERENCIAS PERITONEALES,1,1.0,1395370.256,1395370.256,0.0
061403 - PH OTROS PROCEDIMIENTOS SOBRE APARATO DIGESTIVO W/MCC,1,1.0,3693160.8351,3693160.8351,0.0
064161 - MH INFECCIONES GASTROINTESTINALES MAYORES,1,1.0,1064100.0,1064100.0,0.0
041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,1,1.0,9416848.2886,9416848.2886,0.0
061121 - PH PROCEDIMIENTOS SOBRE HERNIA EXCEPTO INGUINAL Y FEMORAL,1,1.0,1313993.8805,1313993.8805,0.0
061202 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/CC,1,1.0,2585115.5154,2585115.5154,0.0
061203 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/MCC,1,1.0,5767045.0451,5767045.0451,0.0
061111 - PH LISIS DE ADHERENCIAS PERITONEALES,1,1.0,1395370.256,1395370.256,0.0
061201 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO,1,1.0,2020657.9127,2020657.9127,0.0
061203 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/MCC,1,1.0,5767045.0451,5767045.0451,0.0
064182 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO W/CC,1,1.0,1010400.0,1010400.0,0.0
061101 - PH PROCEDIMIENTOS SOBRE INTESTINO DELGADO O GRUESO NO COMPLEJOS,1,1.0,1538385.5958,1538385.5958,0.0
061203 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/MCC,1,1.0,5767045.0451,5767045.0451,0.0
064183 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO W/MCC,1,1.0,1644300.0,1644300.0,0.0
064181 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO,1,1.0,730800.0,730800.0,0.0
061403 - PH OTROS PROCEDIMIENTOS SOBRE APARATO DIGESTIVO W/MCC,1,1.0,3693160.8351,3693160.8351,0.0
064181 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO,1,1.0,730800.0,730800.0,0.0
061141 - PH PROCEDIMIENTOS SOBRE HERNIA INGUINAL Y FEMORAL,1,1.0,1092999.5883,1092999.5883,0.0
064183 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO W/MCC,1,1.0,1644300.0,1644300.0,0.0
041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,1,1.0,9416848.2886,9416848.2886,0.0
061143 - PH PROCEDIMIENTOS SOBRE HERNIA INGUINAL Y FEMORAL W/MCC,1,1.0,2495164.6907,2495164.6907,0.0
064181 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO,1,1.0,730800.0,730800.0,0.0
064183 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO W/MCC,1,1.0,1644300.0,1644300.0,0.0
"091402 - PH OTRAS PROCEDIMIENTOS SOBRE PIEL, TEJIDO SUBCUTÁNEO Y MAMA W/CC",1,1.0,2369460.0312,2369460.0312,0.0
061142 - PH PROCEDIMIENTOS SOBRE HERNIA INGUINAL Y FEMORAL W/CC,1,1.0,1466392.5797,1466392.5797,0.0
061202 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/CC,1,1.0,2585115.5154,2585115.5154,0.0
061401 - PH OTROS PROCEDIMIENTOS SOBRE APARATO DIGESTIVO,1,1.0,1554887.3658,1554887.3658,0.0
061402 - PH OTROS PROCEDIMIENTOS SOBRE APARATO DIGESTIVO W/CC,1,1.0,2115785.7632,2115785.7632,0.0
064181 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO,1,1.0,730800.0,730800.0,0.0
064182 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO W/CC,1,1.0,1010400.0,1010400.0,0.0
064182 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO W/CC,1,1.0,1010400.0,1010400.0,0.0
061123 - PH PROCEDIMIENTOS SOBRE HERNIA EXCEPTO INGUINAL Y FEMORAL W/MCC,1,1.0,2755148.459,2755148.459,0.0
061203 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/MCC,1,1.0,5767045.0451,5767045.0451,0.0
064181 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO,1,1.0,730800.0,730800.0,0.0
061101 - PH PROCEDIMIENTOS SOBRE INTESTINO DELGADO O GRUESO NO COMPLEJOS,1,1.0,1538385.5958,1538385.5958,0.0
064183 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO W/MCC,1,1.0,1644300.0,1644300.0,0.0
061101 - PH PROCEDIMIENTOS SOBRE INTESTINO DELGADO O GRUESO NO COMPLEJOS,1,1.0,1538385.5958,1538385.5958,0.0
061121 - PH PROCEDIMIENTOS SOBRE HERNIA EXCEPTO INGUINAL Y FEMORAL,1,1.0,1313993.8805,1313993.8805,0.0
064183 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO W/MCC,1,1.0,1644300.0,1644300.0,0.0
061122 - PH PROCEDIMIENTOS SOBRE HERNIA EXCEPTO INGUINAL Y FEMORAL W/CC,1,1.0,1670237.9736,1670237.9736,0.0
061102 - PH PROCEDIMIENTOS SOBRE INTESTINO DELGADO O GRUESO NO COMPLEJOS W/CC,1,1.0,2158334.4446,2158334.4446,0.0
061201 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO,1,1.0,2020657.9127,2020657.9127,0.0
061402 - PH OTROS PROCEDIMIENTOS SOBRE APARATO DIGESTIVO W/CC,1,1.0,2115785.7632,2115785.7632,0.0
071121 - PH COLECISTECTOMÍA EXCEPTO LAPAROSCÓPICA,1,1.0,1740774.9512,1740774.9512,0.0
041303 - PH PROCEDIMIENTOS MODERADAMENTE COMPLEJOS SOBRE APARATO RESPIRATORIO W/MCC,1,1.0,4405487.2394,4405487.2394,0.0
061201 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO,1,1.0,2020657.9127,2020657.9127,0.0
061122 - PH PROCEDIMIENTOS SOBRE HERNIA EXCEPTO INGUINAL Y FEMORAL W/CC,1,1.0,1670237.9736,1670237.9736,0.0
061122 - PH PROCEDIMIENTOS SOBRE HERNIA EXCEPTO INGUINAL Y FEMORAL W/CC,1,1.0,1670237.9736,1670237.9736,0.0
061203 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/MCC,1,1.0,5767045.0451,5767045.0451,0.0
064181 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO,1,1.0,730800.0,730800.0,0.0
061113 - PH LISIS DE ADHERENCIAS PERITONEALES W/MCC,1,1.0,3415704.6045,3415704.6045,0.0
"064131 - MH DIVERTICULITIS, DIVERTICULOSIS Y ENFERMEDAD INFLAMATORIA INTESTINAL",1,1.0,798450.0,798450.0,0.0
061203 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/MCC,1,1.0,5767045.0451,5767045.0451,0.0
"064133 - MH DIVERTICULITIS, DIVERTICULOSIS Y ENFERMEDAD INFLAMATORIA INTESTINAL W/MCC",1,1.0,1542300.0,1542300.0,0.0
"064132 - MH DIVERTICULITIS, DIVERTICULOSIS Y ENFERMEDAD INFLAMATORIA INTESTINAL W/CC",1,1.0,1020000.0,1020000.0,0.0
"064131 - MH DIVERTICULITIS, DIVERTICULOSIS Y ENFERMEDAD INFLAMATORIA INTESTINAL",1,1.0,798450.0,798450.0,0.0
"064132 - MH DIVERTICULITIS, DIVERTICULOSIS Y ENFERMEDAD INFLAMATORIA INTESTINAL W/CC",1,1.0,1020000.0,1020000.0,0.0
061203 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/MCC,1,1.0,5767045.0451,5767045.0451,0.0
"064131 - MH DIVERTICULITIS, DIVERTICULOSIS Y ENFERMEDAD INFLAMATORIA INTESTINAL",1,1.0,798450.0,798450.0,0.0
"064132 - MH DIVERTICULITIS, DIVERTICULOSIS Y ENFERMEDAD INFLAMATORIA INTESTINAL W/CC",1,1.0,1020000.0,1020000.0,0.0
064171 - MH DOLOR ABDOMINAL Y OTRAS GASTROENTERITIS,1,1.0,646050.0,646050.0,0.0
064172 - MH DOLOR ABDOMINAL Y OTRAS GASTROENTERITIS W/CC,1,1.0,821250.0,821250.0,0.0
064173 - MH DOLOR ABDOMINAL Y OTRAS GASTROENTERITIS W/MCC,1,1.0,1086450.0,1086450.0,0.0
061403 - PH OTROS PROCEDIMIENTOS SOBRE APARATO DIGESTIVO W/MCC,1,1.0,3693160.8351,3693160.8351,0.0
064142 - MH INSUFICIENCIA VASCULAR GASTROINTESTINAL W/CC,1,1.0,1184850.0,1184850.0,0.0
064143 - MH INSUFICIENCIA VASCULAR GASTROINTESTINAL W/MCC,1,1.0,1768050.0,1768050.0,0.0
064142 - MH INSUFICIENCIA VASCULAR GASTROINTESTINAL W/CC,1,1.0,1184850.0,1184850.0,0.0
041203 - PH PROCEDIMIENTOS NO COMPLEJOS SOBRE APARATO RESPIRATORIO W/MCC,1,1.0,3417322.4251,3417322.4251,0.0
064151 - MH OBSTRUCCIÓN GASTROINTESTINAL,1,1.0,712050.0,712050.0,0.0
061202 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/CC,1,1.0,2585115.5154,2585115.5154,0.0
061203 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/MCC,1,1.0,5767045.0451,5767045.0451,0.0
064152 - MH OBSTRUCCIÓN GASTROINTESTINAL W/CC,1,1.0,948150.0,948150.0,0.0
061203 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/MCC,1,1.0,5767045.0451,5767045.0451,0.0
